issn,eigenfactor_score,subject
00035599,0.0,1
00035815,0.0,1
0003598X,0.0,1
00036072,0.0,1
00036811,0.0,1
0003682X,0.0,1
00036838,0.0,1
00036846,0.0,1
00036862,0.0,1
00036870,0.0,1
00036900,0.0,1
00036951,0.0,1
0003701X,0.0,1
00037028,0.0,1
0003813X,0.0,1
00038628,0.0,1
00039756,0.0,1
00039861,0.0,1
00039888,0.030758264,1
00039969,0.0,1
00039985,0.022282686,1
00039993,0.046198282,1
00040002,0.0,1
00040177,0.0,1
00040584,2.2922386e-06,1
00040614,0.000668122,1
00040622,0.0004759203,1
00040894,0.0,1
00041270,0.0,1
00041955,0.00047205336,1
00041963,0.0,1
00042749,0.0026827645,1
00042803,0.0032653855,1
0004282X,0.0,1
00042927,0.0,1
00043125,0.0,1
00043702,0.0,1
00045322,0.0,1
00045632,0.0052001374,1
00045772,0.00048661785,1
00046256,0.0,1
00046361,0.0,1
0004637X,0.0,1
0004640X,0.0,1
00048038,0.0,1
00048380,0.01070684,1
00048402,0.0,1
00048666,0.011400277,1
00048674,0.022965698,1
0004900X,0.0,1
00049018,0.0,1
00049158,0.0,1
00049182,0.0,1
00049425,0.0,1
00049441,0.0,1
00049530,0.0,1
0004959X,0.0,1
00049727,0.0,1
00050067,0.0,1
00050423,0.0,1
00051055,0.0,1
00051098,0.0,1
00051144,0.0,1
00051179,0.0,1
00052086,0.0,1
00052310,0.0,1
00052523,4.0663195e-05,1
00052728,0.0,1
00052736,0.0,1
00053155,0.0,1
0005772X,0.0,1
00057894,0.02021098,1
00057916,0.005880678,1
00057967,0.03138692,1
00058912,0.0,1
00059900,0.0,1
0006291X,0.0,1
00062928,0.0,1
00062952,0.0,1
00062960,0.0,1
00062979,0.0,1
00063029,0.0,1
00063134,0.0,1
00063207,0.0,1
00063223,0.0,1
00063363,0.0,1
00063398,0.0,1
0006341X,0.0,1
00063444,0.0,1
00063495,0.0,1
00063509,0.0,1
00063525,0.0,1
0006355X,0.00040400564,1
00063568,0.0,1
00063592,0.0,1
00063606,0.0,1
00063657,0.0,1
00064971,0.5238194,1
00065722,0.0,1
00066079,0.0,1
00067768,6.8706854e-06,1
00068055,0.0,1
00068101,0.0,1
00068136,0.0,1
00068314,0.0,1
00068705,0.0,1
00068950,0.16865231,1
00068977,0.0,1
00068993,0.0,1
00069698,0.0,1
00070610,0.029791364,1
0007070X,0.0,1
00070874,0.0,1
00070882,0.0,1
00070904,0.0,1
00070912,0.08922507,1
00070920,0.12042976,1
00070955,0.0,1
00070963,0.08867464,1
00070998,0.0,1
00071005,0.0,1
00071013,0.0,1
00071048,0.102666706,1
00071080,0.0,1
00071102,0.0,1
00071145,0.043623336,1
00071161,0.04669098,1
00071188,0.0,1
00071234,0.0,1
00071250,0.036306113,1
00071269,0.0,1
00071285,0.043142527,1
00071315,0.0,1
00071323,0.06517027,1
00071420,0.0101620965,1
00071668,0.0,1
00071773,0.0,1
0007196X,0.0,1
00072745,0.0,1
00073938,0.0,1
00074403,0.0,1
00074551,0.004840495,1
00074853,0.0,1
00074861,0.0,1
00074888,0.0053233225,1
00074918,0.0,1
00075027,0.0045895623,1
00076503,0.0,1
00076791,0.0,1
00076813,0.0,1
00078204,0.0,1
00078506,0.0,1
00079235,0.35262623,1
00079820,6.655556e-05,1
00079960,0.0004973583,1
00080055,0.0,1
00080624,0.0,1
00080683,0.0,1
0008347X,0.0,1
0008350X,0.004577798,1
00083658,0.0,1
00083674,0.0,1
00083968,0.0,1
00083976,0.0,1
00083984,0.0,1
00084034,0.0,1
00084042,0.0,1
00084077,0.0,1
00084085,0.0,1
00084123,0.0005859005,1
00084131,0.0,1
00084166,0.0,1
00084174,0.0037163252,1
00084182,0.007505422,1
00084204,0.0,1
00084212,0.0,1
00084220,0.0,1
00084239,0.0,1
00084263,0.016503278,1
00084271,0.0,1
0008428X,0.008918937,1
00084298,0.0,1
00084301,0.0,1
00084433,0.0,1
00084506,0.0,1
00084840,0.0,1
00085006,0.0,1
00085030,0.0,1
0008543X,0.17770848,1
00085472,0.0,1
00086215,0.0,1
00086223,0.0,1
00086312,0.0065236585,1
00086363,0.08509469,1
00086452,0.0,1
00086568,0.005830626,1
00087041,0.0,1
00087475,0.0,1
00088749,0.0,1
00088846,0.0,1
00090352,0.0,1
00090875,0.0005754281,1
00091383,0.0,1
00092363,0.0,1
00092509,0.0,1
00092541,0.0,1
00092614,0.0,1
00092665,0.0,1
00092673,0.0,1
00092797,0.0,1
00092819,0.0,1
00092851,0.0,1
0009286X,0.0,1
00093084,0.0,1
00093092,0.0,1
00093122,0.0,1
00093130,0.0,1
00093157,0.0015549536,1
00093920,0.0,1
0009398X,0.0,1
00094455,0.0,1
00094536,0.0,1
00094722,0.001366434,1
0009479X,0.00011974552,1
00095893,0.0,1
00095915,0.0,1
0009725X,0.0,1
00097322,0.6394169,1
00097330,0.1490194,1
0009739X,0.00204294,1
00097411,0.0006024701,1
00098558,0.0,1
00098604,0.0,1
00098655,0.0,1
00098981,0.044400577,1
00099104,0.015345041,1
00099120,0.01536482,1
00099147,0.040362444,1
00099163,0.018943246,1
0009918X,0.0010128052,1
00099201,0.0073687476,1
0009921X,0.038350753,1
00099228,0.008755403,1
00099236,0.07116774,1
00099260,0.02059511,1
00100277,0.0,1
00100285,0.0,1
0010065X,0.0,1
0010180X,0.0,1
00102180,0.0,1
00102202,0.0,1
00103624,0.0,1
00103802,0.0,1
00103853,0.016469054,1
00104051,0.0,1
00104086,0.0,1
00104140,0.0,1
00104159,0.0,1
00104175,0.0,1
0010440X,0.0,1
00104485,0.0,1
00104620,0.0,1
00104655,0.0,1
00104825,0.2540896,1
0010485X,0.0,1
00105422,0.0,1
00107069,0.0001365339,1
00107824,0.0327314,1
00107999,0.0,1
00108367,0.0,1
00108545,0.0,1
00108650,0.00024364339,1
00109312,0.0,1
0010938X,0.0,1
00109452,0.0,1
00109525,0.0,1
00109894,0.0,1
00110000,0.0,1
00110035,0.0,1
00111287,0.0,1
00111384,0.0,1
00111503,0.0,1
00111619,0.0,1
0011183X,0.0,1
00111848,0.0,1
00112232,4.18685e-05,1
00112240,0.0,1
00112275,0.0,1
00113069,0.0,1
00113204,0.0,1
00113840,0.0016030042,1
00113921,0.0,1
0011393X,0.0029394894,1
00114545,0.0,1
00114553,0.00032691,1
00115029,0.00426125,1
00115258,0.0,1
00117315,0.0,1
00118486,0.00010609811,1
00118524,0.00035606223,1
00118532,0.0056483154,1
00119059,0.02647765,1
00119164,0.0,1
00120472,0.0018160841,1
0012155X,0.0,1
00121592,0.0,1
00121606,0.0,1
00121622,0.03457175,1
00121630,0.0,1
00121797,0.050245896,1
0012186X,0.103511184,1
00121924,0.0,1
00122033,0.0,1
00122661,0.0,1
00122823,0.009228977,1
00123692,0.15268408,1
00123706,0.027115647,1
00124486,0.0,1
00124966,0.0,1
00125008,0.0,1
00125016,0.0,1
00126543,0.001268712,1
00126667,0.069170624,1
00127353,0.0,1
0012821X,0.0,1
00128252,0.0,1
00128775,0.0,1
00129615,0.0,1
00129623,0.0,1
00129658,0.0,1
00129682,0.0,1
00130001,0.0,1
00130079,0.0,1
00130095,0.0,1
00130133,0.0,1
00130249,0.0,1
00130427,0.0,1
00130559,0.0,1
0013063X,0.0,1
00131245,0.0,1
0013161X,0.0,1
00131644,0.0,1
00131725,0.0,1
00131857,0.0,1
00131881,0.0,1
0013189X,0.0,1
00131911,0.0,1
00131946,0.0,1
00131954,0.0,1
00132268,5.8724536e-06,1
00133264,0.0,1
00134651,0.0,1
00134686,0.0,1
00135194,0.0,1
00135585,0.0031937063,1
00135984,0.0,1
00137006,0.004871785,1
0013726X,0.062329788,1
00137545,0.0,1
0013791X,0.0,1
00137944,0.0,1
00137952,0.0,1
00138274,0.0,1
00138282,0.0,1
0013838X,0.0,1
00138703,0.0,1
0013872X,0.0,1
00138738,0.0,1
00138746,0.0,1
00138797,0.0,1
00139165,0.0,1
00139351,0.0,1
0013936X,0.0,1
00139580,0.07562652,1
00140082,0.00036186498,1
00140139,0.0,1
00140481,0.0,1
00141704,0.0,1
00141755,1.3853598e-05,1
00141836,0.0,1
00141844,0.0,1
00142026,0.0,1
00142336,0.0,1
00142565,0.0023241316,1
00142921,0.0,1
00142972,0.02459666,1
00142980,0.0,1
00142999,0.0,1
00143022,0.0048507378,1
00143057,0.0,1
00143065,0.0,1
0014312X,0.0015707951,1
00143820,0.0,1
00143855,0.0024158556,1
00144029,0.0041826065,1
00144797,0.0,1
00144800,0.0,1
00144819,0.0,1
00144827,0.0,1
00144835,0.025757216,1
00144851,0.0,1
00144886,0.0,1
00144894,0.0,1
00144940,0.0,1
00144983,0.0,1
00145793,0.0,1
00145858,0.0,1
00146722,0.00069734914,1
00147370,0.0,1
00148261,0.00015903857,1
00148962,0.0,1
00150193,0.0,1
00150282,0.07829228,1
00152684,0.0,1
00153230,0.0,1
00153303,0.0,1
00154628,0.0,1
00155314,1.444719e-05,1
00155497,0.0,1
00155500,0.0,1
00155616,4.8892165e-05,1
00155632,0.0,1
00155659,0.003204216,1
00155683,0.0,1
00155691,0.0004233039,1
00156426,0.0,1
0015718X,0.0,1
00157325,0.0,1
0015749X,0.0,1
0015752X,0.0,1
00157546,0.0,1
00157899,0.0,1
00159018,0.0,1
00160032,0.0,1
00161136,0.0,1
00162361,0.0,1
00162582,1.3229259e-05,1
00162590,0.0007965625,1
00163287,0.0,1
00163503,0.0,1
00163813,0.00084128306,1
00165085,0.31894982,1
00165107,0.08746597,1
00165751,0.0045239716,1
00166480,0.0,1
00166707,0.0,1
00166723,0.0,1
00166758,0.0,1
00166995,0.0,1
00167029,0.0,1
00167037,0.0,1
00167061,0.0,1
00167126,0.0,1
00167185,0.0,1
00167282,0.0,1
00167363,0.0,1
00167398,0.0,1
00167428,0.0,1
00167487,0.0,1
00167525,0.0,1
00167568,0.0,1
00167606,0.0,1
00167622,0.0,1
00167649,0.0,1
00167746,0.0,1
00167878,0.0,1
00167932,0.0,1
00167940,0.0,1
00168025,0.0,1
00168033,0.0,1
00168505,0.0,1
00169013,0.0,1
00169560,0.0028359145,1
00169862,0.0,1
00169900,0.008087629,1
00170011,0.0048153796,1
00170933,0.0,1
0017257X,0.0,1
00173134,0.0,1
00173495,0.0,1
0017467X,0.0,1
00174815,0.0,1
00174947,5.6470406e-05,1
00175749,0.19677566,1
00175994,0.00023219657,1
00176192,0.0042657466,1
00178470,0.00270087,1
00178748,0.02824475,1
00178969,0.0,1
00179078,0.0,1
00179124,0.045242503,1
00179310,0.0,1
00179604,0.00028313632,1
00179841,0.0,1
00180092,4.612321e-05,1
0018019X,0.0,1
0018067X,0.0,1
00180831,0.0,1
00181323,0.0,1
00181439,0.0,1
00181560,0.0,1
00182141,0.0,1
00183768,0.0,1
00183830,0.0,1
00184535,1.5885851e-05,1
00185043,0.0067544607,1
0018506X,0.0,1
00185787,0.0039983653,1
00185868,0.0,1
00187070,0.00033919208,1
0018716X,0.0,1
00187208,0.0,1
00187216,0.0,1
00187259,0.0,1
00187267,0.0,1
00188158,0.0,1
00188166,0.0,1
00189162,0.0,1
00189197,0.0,1
00189200,0.0,1
00189219,0.0,1
00189251,0.0,1
0018926X,0.0,1
00189286,0.0,1
00189294,0.0,1
00189316,0.0,1
00189340,0.0,1
00189359,0.0,1
00189375,0.0,1
00189383,0.0,1
00189391,0.0,1
00189448,0.0,1
00189456,0.0,1
00189464,0.0,1
00189480,0.0,1
00189499,0.0,1
00189529,0.0,1
00189545,0.0,1
00189855,0.0,1
0019042X,0.0,1
00190578,0.0,1
00190993,0.0,1
00191019,0.0,1
00191035,0.0,1
00191442,0.0010105497,1
00192341,0.0,1
00192805,0.0,1
00194344,0.0,1
00194506,0.0,1
00194522,0.0,1
0019462X,0.0,1
00194662,0.0,1
00194670,0.0,1
00194832,0.0063807666,1
00195022,0.0,1
00195049,0.008860546,1
0019509X,0.0032897003,1
00195138,0.00016781181,1
00195154,0.00737857,1
00195235,0.0,1
00195359,0.00057758664,1
00195413,0.0098536555,1
00195456,0.013567401,1
00195499,0.0,1
00195545,0.011635813,1
00195561,0.0,1
0019557X,0.0038716125,1
00195588,0.0,1
00195707,0.0049863304,1
00196061,0.009266818,1
00197858,0.0,1
00197939,0.0,1
00198366,0.00627284,1
00198501,0.0,1
00198676,0.0,1
00198692,0.0,1
00199567,0.0,1
00200204,0.00031431948,1
00200255,0.0,1
00200336,2.818292e-06,1
00201324,0.01941698,1
00201383,0.05393715,1
00201669,0.0,1
00201685,0.0,1
00201693,0.0,1
0020174X,0.0,1
00201812,0.0,1
00202754,0.0,1
00202940,0.0,1
00202967,0.0,1
00203157,0.0,1
00204277,0.0,1
00204412,0.0,1
00205907,0.0012716672,1
00206539,0.017363742,1
00206598,0.0,1
00206814,0.0,1
00207071,0.0,1
00207128,0.0,1
00207136,0.117639735,1
00207144,0.0024557705,1
00207152,0.0,1
00207160,0.0,1
00207179,0.0,1
00207187,0.0,1
00207217,0.0,1
00207225,0.0,1
00207233,0.0,1
00207284,0.00033973678,1
00207292,0.059459288,1
0020739X,0.0,1
00207403,0.0,1
00207411,0.0020674022,1
00207454,0.0,1
00207462,0.0,1
00207489,0.060805388,1
00207519,0.0,1
00207543,0.0,1
00207578,0.0,1
00207594,0.0,1
00207608,0.0,1
00207640,0.0,1
00207659,0.0,1
00207683,0.0,1
00207721,0.0,1
00207780,0.0,1
00207985,0.0,1
00208132,0.010180551,1
00208167,0.001973121,1
00208183,0.0,1
00208523,0.0,1
00208566,0.0,1
00208701,0.0,1
0020871X,0.0,1
00208728,0.0,1
00208825,0.0,1
00208833,0.0,1
00208868,0.00027508443,1
00209554,0.0010514038,1
00209996,0.026380347,1
00211133,9.801354e-05,1
00211265,0.018719357,1
00211575,0.0,1
00212148,0.0,1
00212237,0.0,1
00213438,0.0,1
00213551,0.0,1
00213624,0.0,1
00213640,0.0,1
00214027,0.0,1
00214787,0.0,1
00214876,0.0,1
00214922,0.0,1
00214930,0.0,1
00215015,0.0,1
00215082,0.000101790465,1
00215147,0.0004103294,1
00215155,0.005595275,1
00215163,0.000109720786,1
00215236,0.0,1
00215287,9.891685e-05,1
00215368,0.0,1
00215384,0.00029764735,1
00215392,0.0,1
00217166,0.0,1
00217557,0.010055497,1
00217824,0.0,1
00218294,0.0,1
00218308,0.0,1
00218456,0.0,1
00218464,0.0,1
00218499,0.0,1
00218502,0.0,1
00218529,0.0,1
00218553,0.0,1
00218561,0.0,1
0021857X,0.0,1
00218588,0.0,1
00218596,0.0,1
00218669,0.0,1
00218715,0.0,1
00218774,0.0,1
00218782,0.0,1
00218790,0.0,1
00218812,0.0,1
00218820,0.0,1
00218839,0.0,1
00218855,0.0,1
00218863,0.0,1
00218901,0.0,1
0021891X,0.0,1
00218936,0.0,1
00218944,0.0,1
00218979,0.0,1
00218995,0.0,1
00219002,0.0,1
00219029,0.0,1
00219037,0.0,1
00219096,0.0,1
00219150,0.058031704,1
00219193,0.0,1
0021924X,0.0,1
00219258,0.0,1
00219266,0.0,1
00219290,0.0,1
00219320,0.0,1
00219347,0.0,1
00219355,0.06254222,1
00219509,0.0021600795,1
00219517,0.0,1
00219525,0.0,1
00219533,0.0,1
00219541,0.0,1
0021955X,0.0,1
00219568,0.0,1
00219584,0.0,1
00219592,0.0,1
00219606,0.0,1
00219614,0.0,1
00219630,0.0,1
00219665,0.0,1
00219673,0.0,1
0021972X,0.19350256,1
00219738,0.111316,1
00219746,0.012575606,1
00219762,0.019887859,1
00219797,0.0,1
00219886,0.0,1
00219916,0.0,1
00219924,0.006844667,1
00219967,0.0,1
00219975,0.0,1
00219983,0.0,1
00219991,0.0,1
00220027,0.0,1
0022006X,0.02754438,1
00220078,0.0,1
00220116,0.0020872257,1
00220124,0.0,1
00220175,0.0,1
00220221,0.0,1
00220248,0.0,1
00220272,0.0,1
00220299,0.0,1
00220302,0.0,1
00220337,0.0,1
00220345,0.04534937,1
00220388,0.0,1
00220418,0.0,1
00220426,0.0,1
00220434,0.0,1
00220477,0.0,1
00220485,0.0,1
00220493,0.0,1
00220515,0.0,1
00220531,0.0,1
00220574,0.0,1
00220620,0.0,1
00220655,0.0,1
00220671,0.0,1
00220736,0.009040953,1
00220787,0.0,1
00220833,0.0,1
00220930,0.0,1
00220949,0.0,1
00220957,0.0,1
00220965,0.0,1
00220973,0.0,1
00220981,0.0,1
00221007,0.07898449,1
00221031,0.0,1
00221058,0.0016895146,1
00221082,0.0,1
00221090,0.0,1
00221112,0.0,1
00221120,0.0,1
00221139,0.0,1
00221147,0.0,1
00221155,0.0,1
00221198,0.0,1
00221201,0.0,1
00221260,0.0,1
00221295,0.0,1
00221309,0.0,1
00221317,0.0,1
00221325,0.0,1
00221341,0.0,1
00221430,0.0,1
00221465,0.0,1
0022149X,0.0,1
00221503,0.0,1
00221511,0.0,1
0022152X,0.0,1
00221546,0.0,1
00221554,0.0,1
00221678,0.0,1
00221686,0.0,1
00221694,0.0,1
00221759,0.0,1
00221767,0.0,1
00221821,0.0,1
00221856,0.0,1
00221899,0.131903,1
00221910,0.0,1
00221996,0.0,1
00222011,0.0,1
0022202X,0.056782726,1
00222151,0.008812273,1
00222186,0.0,1
00222194,0.0,1
00222216,0.0,1
00222275,0.0,1
00222313,0.0,1
00222348,0.0,1
00222372,0.0,1
00222380,0.0,1
00222429,0.0,1
00222437,0.0,1
00222445,0.0,1
00222461,0.0,1
0022247X,0.0,1
00222488,0.0,1
00222496,0.0,1
0022250X,0.0,1
00222526,0.0,1
00222585,0.0,1
00222593,0.024009842,1
00222615,0.012468443,1
00222623,0.0,1
00222631,0.0,1
00222720,0.0,1
00222755,0.0,1
00222828,0.0,1
00222836,0.0,1
00222844,0.0,1
00222852,0.0,1
00222860,0.0,1
00222895,0.0,1
00222917,0.0013017375,1
00222933,0.0,1
00223018,0.010740727,1
00223042,0.0,1
00223050,0.072678305,1
00223069,0.0,1
00223077,0.0,1
00223085,0.057481658,1
00223093,0.0,1
00223115,0.0,1
00223131,0.0,1
00223166,0.0,1
00223239,0.0,1
00223263,0.0,1
0022328X,0.0,1
00223395,0.0,1
00223417,0.03080977,1
00223433,0.0,1
00223468,0.040896226,1
00223476,0.09642285,1
00223484,0.011994332,1
00223492,0.022732107,1
00223506,0.0,1
00223530,0.0,1
00223549,0.0,1
00223565,0.0,1
00223573,0.013315093,1
00223646,0.0,1
00223697,0.0,1
00223727,0.0,1
00223751,0.0,1
00223808,0.0,1
00223816,0.0,1
00223840,0.0,1
00223859,0.0032508695,1
00223891,0.0,1
00223913,0.09112649,1
00223956,0.09057796,1
00223980,0.0,1
00223999,0.035135474,1
00224006,0.004169279,1
00224065,0.0,1
00224073,0.0,1
00224146,0.0,1
00224197,0.020414123,1
00224278,0.0,1
00224294,0.0,1
00224308,0.0,1
00224359,0.0,1
00224367,0.0,1
00224375,0.0,1
00224391,0.012095382,1
00224405,0.0,1
00224499,0.0,1
00224510,0.0,1
00224537,0.0,1
00224545,0.0,1
00224596,0.0,1
0022460X,0.0,1
00224650,0.0,1
00224669,0.0,1
00224707,0.00591279,1
0022474X,0.0,1
00224766,0.0,1
00224790,0.032134894,1
00224804,0.061060086,1
00224871,0.0,1
00224898,0.0,1
00224901,0.0,1
00225002,0.0,1
00225010,0.0,1
00225045,0.0018495168,1
00225096,0.0,1
0022510X,0.042653963,1
00225142,0.0,1
00225193,0.0,1
00225223,0.07535676,1
00225347,0.06802547,1
00225363,0.0,1
0022538X,0.0,1
0022541X,0.0,1
0022815X,0.0,1
00228400,0.0,1
00228443,0.0,1
00228567,0.0,1
00229032,0.0076929904,1
00229040,0.0018073864,1
00229717,0.00054691074,1
0023074X,0.0,1
00231193,0.0,1
00231207,0.0008467999,1
00231584,0.0,1
0023186X,0.0,1
00231940,0.0,1
00232130,0.000120014476,1
00232149,0.0001480475,1
00232157,6.889619e-05,1
00232165,0.0032135567,1
00232424,0.0,1
00232653,0.0,1
0023270X,0.0,1
00232912,0.0,1
00234346,0.0,1
00234761,0.0,1
00234923,0.0,1
00235164,0.0,1
00235172,0.0,1
00235679,0.00051365304,1
0023589X,0.0,1
00235962,0.0,1
00236144,0.0,1
00236438,0.0,1
0023656X,0.0,1
00236772,0.0,1
00236837,0.0,1
00237213,0.00044075112,1
00238309,0.0,1
00238333,0.0,1
0023852X,0.055156868,1
00239690,0.0,1
00239852,1.7740289e-05,1
00239909,0.0,1
00240745,1.9210756e-05,1
0024094X,0.0,1
00240966,0.0,1
00241148,0.0,1
00241164,0.0,1
00242519,0.0,1
00242667,0.0,1
00243205,0.0,1
00243477,2.2072476e-05,1
00243590,0.0,1
00243639,0.0009922463,1
00243795,0.0,1
00243841,0.0,1
00243949,0.0,1
00244066,0.0,1
00244074,0.0,1
00244082,0.0,1
00244201,0.0,1
00246301,0.0,1
00247766,0.000103814076,1
00249297,0.0,1
00249637,0.0,1
00250260,0.0,1
00250295,4.938143e-05,1
00251003,0.0,1
00251461,0.0,1
00251674,0.0,1
00251747,0.0,1
00251909,0.0,1
00252514,0.00037872265,1
00252921,0.0,1
00253154,0.0,1
00253162,0.0,1
00253227,0.0,1
0025326X,0.0,1
00255300,0.0,1
00255327,0.0,1
00255408,0.0,1
00255564,0.0,1
00255610,0.0,1
0025570X,0.0,1
00256196,0.076505795,1
00256455,0.0,1
00256544,0.0,1
00257079,0.042870946,1
00257125,0.019003022,1
00257273,0.0,1
0025729X,0.04428897,1
00257753,0.007543686,1
00257826,0.00038403785,1
00257834,0.00011841466,1
00257931,0.014891293,1
00257974,0.18985988,1
00258024,0.0,1
00258105,0.00011855717,1
00258172,0.0016622955,1
00258326,0.0004071921,1
00258342,2.3172384e-05,1
00258431,0.00048920955,1
00258555,0.0,1
00259284,0.0010991705,1
00260495,0.058679022,1
00260673,0.0,1
00260894,0.0,1
00261068,0.0,1
00261165,0.0,1
00261270,0.0028016467,1
00261335,0.0,1
00261394,0.0,1
00261424,0.0,1
00262617,0.0,1
0026265X,0.0,1
00262692,0.0,1
00262714,0.0,1
0026282X,0.0,1
00262862,0.0,1
00263648,0.0,1
00263656,0.0,1
00263672,0.0,1
00264075,0.024857914,1
00264563,0.0,1
00264598,0.0,1
00264695,0.0,1
00264725,0.00043960626,1
00264733,0.00036983492,1
00264784,0.00087274704,1
00264806,0.0032236096,1
00264946,0.0008173945,1
00264954,2.5819343e-06,1
00264970,0.00040193633,1
00267902,0.0,1
00268933,0.0,1
0026895X,0.0,1
00268976,0.0,1
00268984,0.0,1
00269050,0.00016374473,1
00269247,0.0,1
00269298,0.0015476113,1
00269301,0.0,1
00269662,0.0,1
00271314,0.0,1
00271349,0.0,1
00272639,0.0,1
00273171,0.0,1
00274100,0.0,1
00275107,0.0,1
00275514,0.0,1
00278424,0.0,1
00278874,0.1225445,1
00279684,0.00979438,1
00280283,0.0,1
00280798,0.0,1
00280836,0.0,1
00280887,0.0,1
00281042,0.0,1
00281298,0.0,1
00282200,0.000384055,1
00282677,0.0,1
00282715,0.0044259992,1
00282804,0.0038430388,1
00283045,0.0,1
00283746,8.2362014e-05,1
00283770,0.005293865,1
00283835,0.0,1
00283843,0.002826842,1
00283851,7.0385345e-06,1
00283878,0.0,1
00283886,0.010754749,1
00283908,0.0,1
00283932,0.0,1
00283940,0.020027928,1
00284793,1.9135951,1
0028646X,0.0,1
00288144,0.0,1
00288233,0.0,1
0028825X,0.0,1
00288276,0.0,1
00288330,0.0,1
0029022X,0.0,1
00290424,5.4035565e-05,1
00290645,1.7295648e-05,1
00290661,0.00046450016,1
00291277,0.0,1
00291943,0.0,1
00291951,0.0,1
00292001,0.0018297207,1
00292559,0.0015884332,1
0029344X,0.0,1
00293652,0.0,1
00294624,0.0,1
00295132,0.0,1
0029540X,0.0004609058,1
00295450,0.0,1
00295493,0.0,1
00295515,0.0,1
00295566,0.0012647852,1
00295639,0.0,1
0029568X,0.0,1
00295981,0.0,1
0029599X,0.0,1
